Number,Full Name,Google Scholar,Scopus,Subject
30757,Сердюк Юлія Олександрівна,0,-,технічні науки - Mechanical Engineering
30758,Сердюкова Галина Миколаївна,0,-,технічні науки - Power Engineering
30759,Сердюкова Інна Миколаївна,0,-,педагогіка - Educational Psychology & Counseling
30760,Середа Наталія Василівна,0,-,технічні науки - Structural Engineering
30761,Середа Юлія Ігорівна,0,-,суспільні науки - Social Psychology
30762,Серняк Олег Ігорович,0,-,економіка - Managemen
30763,Сєдих Катерина Анатоліївна,0,-,суспільні науки - Law
30764,Сєдова Юлія Ігорівна,0,-,економіка - Marketing
30765,Сєдойкіна Тетяна Миколаївна,0,-,педагогіка - Language & Linguistics
30766,Сємко Михайло Олександрович,0,-,суспільні науки - Law
30767,Сєрік Юлія Вадимівна,0,-,економіка - Emergency Management
30768,Сєріков Володимир Олексійович,0,-,аграрні науки - Agronomy & Crop Science
30769,Сивак Віталій Миколайович,0,-,медицина - Emergency Medicine
30770,Сиваш Ілона Олегівна,0,-,гуманітарні науки - Ethnic & Cultural Studies
30771,Сиващенко Сергій Іванович,0,-,педагогіка - Education
30772,Сидоренко Валентина Володимирівна,0,-,інформатика - Databases & Information Systems
30773,Сидоренко Віктор Кононович,0,-,технічні науки - Mechanical Engineering
30774,Сидоренко Вікторія Анатоліївна,0,-,педагогіка - Education
30775,Сидоренко Ірина Григорівна,0,-,суспільні науки - Philosophy
30776,Сидоренко Людмила Юріївна,0,-,економіка - International Business
30777,Сидоренко Тетяна Валеріївна,0,-,суспільні науки - Library & Information Science
30778,Сидоров Олег Вікторович,0,-,педагогіка - Foreign Language Learning
30779,Сидорук Галина Іванівна,0,-,гуманітарні науки - Language & Linguistics
30780,Сидорчук Володимир Євгенович,0,-,інформатика - Educational Technology
30781,Сидорчук Тетяна Миколаївна,0,-,медицина - Emergency Medicine
30783,Сизоненко Євгенія Юріївна,0,-,педагогіка - Education
30784,Сингаївський Віталій Олегович,0,-,економіка - Finance
30785,Синенко Віталій Олегович,0,-,хімія - Organic Chemistry
30786,Синицін Володимир Михайлович,0,-,педагогіка - Music & Musicology
30787,Синицька Катерина Володимирівна,0,-,гуманітарні науки - Language & Linguistics
30788,Сироватка Наталія Юріївна,0,-,аграрні науки - Marine Sciences & Fisheries
30789,Сиромятнікова Вікторія Вікторівна,0,-,педагогіка - Music & Musicology
30790,Сисолятін Сергій Володимирович,0,-,науки про життя - Biochemistry
30791,Ситник Вікторія Володимирівна,0,-,суспільні науки - Social Psychology
